name,description,image,category,sub_category,sub_category_id
Avent Mini Silicone Soother 0-2 Months- 151-00,افينت لهاية ميني سيليكون، 0-2 شهور- 151-00,,ًBaby Care,Baby Feeding,24
"Avent Mini Silicone Soother 0-2 Months, 2 Pieces- 151-01",افينت لهاية ميني سيليكون، قطعتان، 0-2 شهور- 151-01,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle Blue0 Months+, 125 Ml- 03217",افينت ناتشورال ببرونة، زرقاء اللون، + 0 شهر، 125 مل- 03217,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle Dragon,1 Months+, 260 Ml- 07024",افينت ناتشورال ببرونة دراجون، + 1 شهر، 260 مل,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle Flaming,1 Months+, 260 Ml- 07021",افينت ناتشورال ببرونة فلامنج، + 1 شهر، 260 مل- 07021,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle New Borns, 0 Months+, 60 Ml- 03917",افينت ناتشورال ببرونة حديثي الولادة، + 0 شهر، 60 مل- 03917,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle Unicorn,1 Months+, 260 Ml- 07025",افينت ناتشورال ببرونة يونيكورن، + 1 شهر، 260 مل,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle, 0 Months+, 125 Ml- 03117",افينت ناتشورال ببرونة، + 0 شهر، 125 مل- 03117,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle, 6 Months+, 330 Ml- 03617",افينت ناتشورال ببرونة، + 6 شهور، 330 مل- 03617,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle, Blue,1 Months+, 260 Ml- 03517",افينت ناتشورال ببرونة، أزرق، + 1 شهر، 260 مل- 03517,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle, Pink, 0 Months+, 125 Ml- 03117",افينت ناتشورال ببرونة، وردية اللون، + 0 شهر، 125 مل- 03117,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle,1 Months+, 260 Ml- 03317",افينت ناتشورال ببرونة، +1 شهر، 260 مل- 03317,,ًBaby Care,Baby Feeding,24
"Avent Natural Bottle,1 Months+, 260 Mll, 2 Pieces- 03327",افينت ناتشورال ببرونة، +1 شهر، 260 مل، قطعتان- 03327,,ًBaby Care,Baby Feeding,24
"Avent Natural Fast Flow Teat, 6 Months+, 2 Pieces- 04427",افينت ناتشورال حلمة التدفق السريع، + 6 شهور، قطعتان- 04427,,ًBaby Care,Baby Feeding,24
"Avent Natural Fast Flow Teat, 6 Months+, 2 Pieces- 65427",افينت ناتشورال حلمات التدفق السريع، + 6 شهور، قطعتان- 65130,,ًBaby Care,Baby Feeding,24
"Avent Natural Feeding Bottle, 0 Months+, 2x125 ML- 69027",افينت ناتشورال فييدينج ببرونة، +0 شهر، 2x125 مل- 69027,,ًBaby Care,Baby Feeding,24
"Avent Natural Feeding Bottle, 3 Months+, 330 Ml- Scf69617",افينت ناتشورال فيدينج ببرونة، + 3 شهر، 330 مل- Scf69617,,ًBaby Care,Baby Feeding,24
"Avent Natural Feeding Bottle1 Months+, 2x260 ML- 69327",افينت ناتشورال فييدينج ببرونة، +1 شهر، 2x260 مل- 69327,,ًBaby Care,Baby Feeding,24
"Avent Natural Glass Bottle Silicone, 0 Months+, 120m- 671-17",افينت ناتشورال ببرونة زجاجية سيليكون، + 0شهر، 120 مل- 671-17,,ًBaby Care,Baby Feeding,24
"Avent Natural Glass Bottle Silicone, 1 Months+, 240m- 673-17",افينت ناتشورال ببرونة زجاجية سيليكون، + شهر واحد، 240 مل- 673-17,,ًBaby Care,Baby Feeding,24
"Avent Natural Medium Flow Teat, 3 Months+, 2 Pieces- 04327",افينت ناتشورال حلمة التدفق المتوسط، + 3 شهور، قطعتان- 04327,,ًBaby Care,Baby Feeding,24
"Avent Natural Medium Flow Teat, 3 Months+, 2 Pieces- 65327",افينت ناتشورال حلمات التدفق المتوسط، +3 شهور، قطعتان- 65228,,ًBaby Care,Baby Feeding,24
"Avent Natural New Born Flow Teat, 0 Months+, 2 Pieces- 04127",افينت ناتشورال حلمة حديثي الولادة، +0 شهر، قطعتان- 04127,,ًBaby Care,Baby Feeding,24
"Avent Natural New Born Teat, 0 Months+, 2 Pieces- 65127",افينت ناتشورال حلمات حديثي الولادة، + 0 شهور، قطعتان- 65127,,ًBaby Care,Baby Feeding,24
"Avent Natural Newborn Starter Set, 0 Months+- 30101",افينت ناتشورال مجموعة حديثي الولادة، + 0 شهر- 30101,,ًBaby Care,Baby Feeding,24
"Avent Natural Slow Flow Teat, 1 Months+, 2 Pieces- 04227",افينت ناتشورال حلمات التدفق البطئ، +1 شهور، قطعتان- 04227,,ًBaby Care,Baby Feeding,24
"Avent Natural Thick Feed Teat, 6 Months+, 2 Pieces- 04627",افينت ناتشورال حلمة للاكل ذو القوام السميك، +6 شهور، قطعتان- 04627,,ًBaby Care,Baby Feeding,24
"Avent Natural Variable Flow Teat, 3 Months+, 2 Pieces- 04527",افينت ناتشورال حلمة متغيرة التدفق، +3 شهور، قطعتان- 04527,,ًBaby Care,Baby Feeding,24
"Avent Natural Variable Silicone Teat, 3 Months+, 2 Pieces- 655-27",افينت ناتشورال حلمات سيليكون متغيرة التدفق، + 3 شهور، قطعتان- 655-27,,ًBaby Care,Baby Feeding,24
Avent Necessary Bundle,باقة افينت بيبي,,ًBaby Care,Baby Feeding,24
"Avent Plate Dividers, 12 Months+- 702-00",افينت صحن مقسم، + 12 شهر- 702-00,,ًBaby Care,Baby Feeding,24
"Avent Rainer Straw Cup, 260 Ml - 76000",افينت كوب سترو رانير، 260 مل- 76000,,ًBaby Care,Baby Feeding,24
"Avent Rainer Straw Cup, 340 Ml",افينت كوب سترو رانير، 340 مل,,ًBaby Care,Baby Feeding,24
"Avent Soother Silicone, 2 Pieces, 0-6 Months- 17863",افينت لهاية سيليكون، قطعتان، 0-6 شهور- 17863,,ًBaby Care,Baby Feeding,24
"Avent Soother Silicone, 2 Pieces, 6-18 Months- 17864",افينت لهاية سيليكون، قطعتان،6-18 شهور- 17864,,ًBaby Care,Baby Feeding,24
"Avent Soother Soothe Mixed B&G, 2 Pieces 0:3 Month",أفينت لهاية للأطفال، قطعتين، من 0-3 شهور,,ًBaby Care,Baby Feeding,24
"Avent Soother Soothie Silicon, 2 Pieces 0:3 Month, Boy",أفينت لهاية للأطفال، ولد، قطعتين، من 0-3 شهور,,ًBaby Care,Baby Feeding,24
"Avent Soother Soothie Silicon, 2 Pieces 0:3 Month, Girl",أفينت لهاية للطفل، بنت، قطعتين، من 0-3 شهور,,ًBaby Care,Baby Feeding,24
Avent Super Saving Bundle,مجموعة سوبر توفير من أفينت بيبي,,ًBaby Care,Baby Feeding,24
"Avent Taten Silicone, 2 Pieces, 0-6 Months-17068",افينت تاتين لهاية سيليكون، قطعتان، 0-6 شهور-17068,,ًBaby Care,Baby Feeding,24
"Avent Toddler Big Bowl Encourages Eating, +12 Month ,SCF704/00",أفينت وعاء طعام للأطفال، +12 شهر,,ًBaby Care,Baby Feeding,24
"Avent Toddler Cutlery Set (Spoon, Fork, Knife), 3 Pieces","افينت ادوات طعام للاطفال (ملعقة, شوكة, سكينة), 3 قطع",,ًBaby Care,Baby Feeding,24
"Avent Weaning Spoons, 6 Months, 2Pieces","افينت ملعقة للاطفال من سن 6 شهور, قطعتين",,ًBaby Care,Baby Feeding,24
"B.C So Canpol Babies Training Cup, 56-512",كانبول كوب لتدريب الأطفال,,ًBaby Care,Baby Feeding,24
"B.C So Canpol Babies Water Teether, 2/228",كانبول بيبي عضاضة مملؤه بالماء,,ًBaby Care,Baby Feeding,24
"Beurer Steam Steriliser, By76",بويرر معقم البخار، By76,,ًBaby Care,Baby Feeding,24
Bubbles Baby Cup With Hand Green,بابلز كوب للأطفال بماصة، لون أخضر,,ًBaby Care,Baby Feeding,24
Bubbles Baby Cup With Hand Pink,بابلز كوب للأطفال بماصة، لون بينك,,ًBaby Care,Baby Feeding,24
Bubbles Baby Cup With Hand Yellow,بابلز كوب للأطفال بماصة، لون أصفر,,ًBaby Care,Baby Feeding,24
Bubbles Baby Plate Blue,بابلز طبق أزرق للأطفال,,ًBaby Care,Baby Feeding,24
Bubbles Baby Plate Pink,بابلز طبق بامبي للأطفال,,ًBaby Care,Baby Feeding,24
Bubbles Baby Plate Red,بابلز طبق أحمر للأطفال,,ًBaby Care,Baby Feeding,24
Bubbles Baby Plate Yellow,بابلز طبق أصفر للأطفال,,ًBaby Care,Baby Feeding,24
"Bubbles Classic Bottle Blue For 0 Months, 100 Ml","بابلز بيبونة كلاسيك لحديثي الولادة, زرقاء, 100 مل",,ًBaby Care,Baby Feeding,24
"Bubbles Classic Bottle Pink For 0 Months, 150 Ml","بابلز بيبرونة كلاسيك لحديثي الولادة, وردي, 150 مل",,ًBaby Care,Baby Feeding,24
"Bubbles Classic Bottle Pink For 1 Month, 260Ml","بابلز بيبرونة كلاسيك لعمر شهر, وردي, 260 مل",,ًBaby Care,Baby Feeding,24
"Bubbles Classic Bottle With Hand For 4 Months, 150Ml","بابلز بيبرونة كلاسيك بيدين للاطفال من عمر 4 شهور, 150 مل",,ًBaby Care,Baby Feeding,24
"Bubbles Classic Bottle With Hands For 4 Months, 260Ml","بابلز بيبرونة كلاسيك بيدين للاطفال من عمر 4 شهور, 260 مل",,ًBaby Care,Baby Feeding,24
"Bubbles Classic Feeding Bottle, 1 Month, Rose, 260Ml","بابلز بيبرونة كلاسيك للاطفال من عمر شهر, روز, 260 مل",,ًBaby Care,Baby Feeding,24
"Bubbles Classic Nipple Silicone, 6 Months",بابلز كلاسيك حلمة سيليكون، 6 شهور,,ًBaby Care,Baby Feeding,24
Bubbles Manual Breast Pump,بابلز مضخة للإرضاع اليدوي,,ًBaby Care,Baby Feeding,24
"Bubbles Natural Bottle With Hands For 4 Months, 150Ml","بابلز بيبرونة ناتشورال بيدين للاطفال من عمر 4 شهور, 150 مل",,ًBaby Care,Baby Feeding,24
"Bubbles Natural Bottle With Hands For 4 Months, 280Ml","بابلز بيبرونة ناتشورال بيدين للاطفال من عمر 4 شهور, 280 مل",,ًBaby Care,Baby Feeding,24
Bubbles Pacifier Silicone Relax Baby,بابلز لهاية سيليكون ريلاكس بيبي,,ًBaby Care,Baby Feeding,24
"Bubbles Teether Silicone Grape, 1 Piece","بابلز سكاتة سيليكون بشكل العنب, قطعة واحدة",,ًBaby Care,Baby Feeding,24
Bubbles Teether Silicone Orange,بابلز عضاضة سيليكون، برتقالية اللون,,ًBaby Care,Baby Feeding,24
"Canpol Anti Colic Blue Bottle,120M/35-220",كانبول زجاجات لاطعام الأطفال حديثي الولادة، 120 مل/ 25-220,,ًBaby Care,Baby Feeding,24
"Canpol Anti-Colic Blue Bottle, O Months+, 120Ml , 35-216","كانبول ببرونة معالجة للمغص منذ الولاده, 120 مل",,ًBaby Care,Baby Feeding,24
Canpol Basic Manual Breast Pump- 12-205,كانبول بايسك مانوال بريست بامب- 12-205,,ًBaby Care,Baby Feeding,24
"Canpol Bottle And Teat Brush , 56-122",كانبول فرشاه لتنظيف الببرونة و حلمه الرضاعة,,ًBaby Care,Baby Feeding,24
"Canpol Breast Milk Storage Bags, 20Pieces","كانبول أكياس حافظة للبن الأم, 20 قطعة",,ًBaby Care,Baby Feeding,24
"Canpol Glass Bottle Silicon Nipple, 0M+, 120Ml, 42-302","كانبول ببرونة زجاج , برأس سيليكون, منذ الولاده, 120 مل",,ًBaby Care,Baby Feeding,24
"Canpol Glass Bottle, 120 Ml","كانبول بيبرونة زجاجية, 120 مل",,ًBaby Care,Baby Feeding,24
"Canpol Glass Bottle, 220Ml","كانبول ببرونة زجاج, 220 مل",,ًBaby Care,Baby Feeding,24
"Canpol Non-Spill Cup  9Months+ ,180Ml, 57-300","كانبول كوب للاطفال من سن 9 أشهر, 180 مل,",,ًBaby Care,Baby Feeding,24
"Canpol Silicon Nipple, 0-3Months, 21-719","كانبول حلمة سيليكون, منذ الولاده لعمر 3 شهور",,ًBaby Care,Baby Feeding,24
"Canpol Silicone Food Feeder, +6 Months- 56-010",كانبول سيليكون ماصة الاكل، +6 شهور- 56-010,,ًBaby Care,Baby Feeding,24
"Canpol Silicone Soother Glow, 0-6 Month, 23-256",كانبول لهاية سيليكون، 0-6 شهور,,ًBaby Care,Baby Feeding,24
"Control Adapta Finissimo , 3 Condoms",كنترول أدبتا كاندوم، 3 قطع,,ًSexual Wellness,Condom,25
"Control Adapta Non Stop Units, 3 Pieces",كنترول أدبتا نون ستوب كاندوم، 3 قطع,,ًSexual Wellness,Condom,25
"CONTROL CONDOMS CHOCOLATE ADDICT,3 PIECES","كونترول واقي ذكري بالشوكولاتة, 3 قطع",,ًSexual Wellness,Condom,25
"CONTROL CONDOMS DELAY, 3 PIECES","كونترول واقي ذكري مدة اطول, 3 قطع",,ًSexual Wellness,Condom,25
"Control Condoms Extra Lube, 6 Pieces","كونترول واقي ذكري مع مزلق اضافي,6 قطع",,ًSexual Wellness,Condom,25
"CONTROL CONDOMS FUSSION FRUITS, 6 PIECES","كونترول واقي ذكري  فيوجن بالفواكه, 3 قطع",,ًSexual Wellness,Condom,25
"CONTROL CONDOMS NATURE, 3 PIECES","كونترول واقي ذكري طبيعي,3 قطع",,ًSexual Wellness,Condom,25
"CONTROL CONDOMS NON STOP, 6 PIECES","كونترول واقي ذكري نون ستوب, 6 قطع",,ًSexual Wellness,Condom,25
"CONTROL CONDOMS PEPPERMINT ECSTACY,3 PIECES","كونترول واقي ذكري بالنعناع, 3 قطع",,ًSexual Wellness,Condom,25
"CONTROL CONDOMS PEPPERMINT ECSTACY,6 PIECES","كونترول واقي ذكري بالنعناع,6 قطع",,ًSexual Wellness,Condom,25
"CONTROL CONDOMS RETARD, 6 PIECES","كونترول واقي ذكري مدة اطول, 6 قطع",,ًSexual Wellness,Condom,25
"CONTROL CONDOMS THIN, 6 PIECES","كونترول واقي ذكري رفيع, 6 قطع",,ًSexual Wellness,Condom,25
"CONTROL CONDOMS TOUCH & FEEL, 6 PIECES","كونترول واقي ذكري تاتش & فيل, 6 قطع",,ًSexual Wellness,Condom,25
"Dolphi Classic Condoms, 3 Pieces",دولفي كلاسيك كوندوم، 3 قطع,,ًSexual Wellness,Condom,25
"Dolphi Ultra Thin Condoms, 3 Pieces",دولفي كاندوم رفيعة، 3 قطع,,ًSexual Wellness,Condom,25
"DUREX EXTRA SAFE CONDOMS, 12 PIECES","ديوركس واقي ذكري اكسترا سيف , 12 قطعة",,ًSexual Wellness,Condom,25
"DUREX EXTRA SAFE CONDOMS, 3 PIECES","ديوركس واقي ذكري اكسترا سيف 3,  قطع",,ًSexual Wellness,Condom,25
"DUREX FETHERLITE CONDOMS, 12 PIECES","ديوركس واقي ذكري فيزر لايت , 12 قطعة",,ًSexual Wellness,Condom,25
"DUREX FETHERLITE CONDOMS, 3 PIECES","ديوركس فيذرلايت واقي ذكري, 3 قطع",,ًSexual Wellness,Condom,25
"DUREX PLEASURE ME CONDOMS, 12 PIECES","ديوركس واقى ذكري بلزر مى, 12 قطعة",,ًSexual Wellness,Condom,25
"DUREX PLEASURE ME CONDOMS, 3PIECES","ديوركس واقي ذكري بليجر مي, 3 قطع",,ًSexual Wellness,Condom,25
"FIESTA ALL NIGHT CONDOMS, 3Pieces","فيستا اول نايت واقي ذكري, 3 قطع",,ًSexual Wellness,Condom,25
"FIESTA BANANA FLAVORED CONDOMS, 3Pieces","فيستا واقي ذكري بنكهة الموز, 3 قطع",,ًSexual Wellness,Condom,25
"Fiesta Caramel Flavour Condoms, 3 Pieces",فيستا كوندوم بالكراميل، 3 قطع,,ًSexual Wellness,Condom,25
"Fiesta Chocolate Flavour Condoms, 3 Pieces",فيستا كوندوم بالشيكولاتة، 3 قطع,,ًSexual Wellness,Condom,25
"Fiesta Cool Condoms, 3 Pieces",فيستا كوول كوندوم، 3 قطع,,ًSexual Wellness,Condom,25
"Fiesta Dotted Flavour Condoms, 3 Pieces",فيستا كوندوم محبب، 3 قطع,,ًSexual Wellness,Condom,25
"Fiesta Rocket Condoms, 3 Pieces",فيستا روكيت كوندوم، 3 قطع,,ًSexual Wellness,Condom,25
"FIESTA SENSATION CONDOMS, 3Pieces","فيستا سينسيشن واقي ذكري, 3 قطع",,ًSexual Wellness,Condom,25
"FIESTA STRAWBERRY FLAVORED CONDOMS, 3Pieces","فيستا سينسيشن واقي ذكري بنكهة الفراولة, 3 قطع",,ًSexual Wellness,Condom,25
"Fiesta Warm Condoms, 3 Pieces",فيستا كوندوم دافئة، 3 قطع,,ًSexual Wellness,Condom,25
"ONE TOUCH DOUBLE SPIRAL CONDOMS, 3 PIECES","وان تاتش واقى ذكري سبايرل مزدوج,  3 قطع",,ًSexual Wellness,Condom,25
"One Touch Happy Classic Condoms, 3 Pieces","وان تاتش واقى ذكري هابي كلاسيك,   3 قطع",,ًSexual Wellness,Condom,25
"One Touch Maxx Dot Condoms, 3 Pieces","وان تاتش واقى ذكري ماكس دوت ,  3 قطع",,ًSexual Wellness,Condom,25
"ONE TOUCH MIXX 3 CONDOMS, 3 PIECES","وان تاتش واقى ذكري مكس 3 ,  3 قطع",,ًSexual Wellness,Condom,25
"One Touch Solution Long Lasting Condoms, 3 Pieces","وان تاتش واقى ذكري مُمتد المفعول, 3 قطع",,ًSexual Wellness,Condom,25
"ONE TOUCH STRAWBERRY FLAVORED CONDOMS, 3 PIECES","وان تاتش واقى ذكري بنكهه الفراولة , 3 قطع",,ًSexual Wellness,Condom,25
"One Touch Ultimate Sensitive Condoms, 3 Pieces","وان تاتش واقى ذكري التيميت سنسيتيف,  3 قطع",,ًSexual Wellness,Condom,25
"SIMPLEX BANANA FLAVORED CONDOMS, 3PIECES","سمبلكس واقي ذكري بنكهة الموز, 3 قطع",,ًSexual Wellness,Condom,25
"SIMPLEX CHOCOLATE FLAVORED CONDOMS, 3PIECES","سمبلكس واقي ذكري بنكهة الشوكولاتة, 3 قطع",,ًSexual Wellness,Condom,25
"SIMPLEX CONDOMS BLACK PANTHER, 3PIECES","سمبلكس بلاك بانثر واقي ذكري, 3 قطع",,ًSexual Wellness,Condom,25
"SIMPLEX CONDOMS DELUXE RED, 3 PIECES","سمبلكس ديلوكس الاحمر واقي ذكري, 3 قطع",,ًSexual Wellness,Condom,25
"SIMPLEX CONDOMS LONG LOVE, 3PIECES","سمبلكس لونج لاف واقي ذكري, 3 قطع",,ًSexual Wellness,Condom,25
"SIMPLEX CONDOMS STALLION, 3PIECES","سمبلكس ستاليون واقي ذكري, 3 قطع",,ًSexual Wellness,Condom,25
"SIMPLEX CONDOMS SUPER THIN, 3PIECES","سمبلكس واقي ذكري رقيق جدا, 3 قطع",,ًSexual Wellness,Condom,25
"SIMPLEX LYCHEE FLAVORED CONDOMS, 3PIECES","سمبلكس واقي ذكري بنكهة الليتشي, 3 قطع",,ًSexual Wellness,Condom,25
"SIMPLEX MANGO FLAVORED CONDOMS, 3 Pieces","سمبلكس واقي ذكري بنكهة المانجو, 3 قطع",,ًSexual Wellness,Condom,25
"SIMPLEX ORANGE FLAVORED CONDOMS, 3PIECES","سمبلكس واقي ذكري بنكهة البرتقال, 3 قطع",,ًSexual Wellness,Condom,25
